,USN,10thPercentage,10thMarks,12thPercentage,Branch,CGPA,CourseName,CourseGrade,CompanyName_New,CTC,TierLevel,CoCurricularActivities,EmploymentType,EventsParticipated,GeneralSkills,Languages,MinorAttended,NoofInternships,InternshipProjectDomain,InternshipCompany,NoofProjects,ProjectDetailDomain,ProgLanguages,Publication,ResearchDomain,ScholarshipsKey,SoftwareTools,VolunteeringWork,WorkshopsOrg,WorkshopsDomain,AwardsNLPkey,ExternalCertificatesKey,ExternalCertificatesDomain
24,01FB16ECS069,,93.38696739130435,92.66481283422462,CSE,9.52,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Mini Project', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Topics in Deep Learning', 'Research Credits', 'Research Methodology', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Advanced Algorithms', 'Knowledge Management']","['S', 'S', 'A', 'A', 'A', 'S', 'A', 'S', 'S', 'A', 'S', 'S', 'A', 'S', 'A', 'B', 'S', 'S', 'S', 'S', 'S', 'S', 'B', 'A', 'S', 'S', 'A', 'A', 'A', 'A', 'S', 'S', 'S', 'A', 'A', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'AP', 'AP', 'A', 'B', 'S', 'B', 'A', 'A', 'S', 'A', 'S', 'S']",Akamai Technologies,16.3,1.0,,Full time employment + Internship (Mandatory),,,,,,,,,,,,,,,,,,,,
25,01FB16ECS072,90.0,90.0,91.0,CSE,8.27,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Algorithms for Information Retrieval', 'Social Network Analytics', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Advanced Algorithms', 'Knowledge Management', 'Professional Skills for Software Engineers - I']","['A', 'S', 'A', 'A', 'C', 'A', 'C', 'B', 'B', 'B', 'B', 'A', 'B', 'A', 'A', 'C', 'S', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'S', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'C', 'AP', 'AP', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'C']",IBM,0.0,,,Internship only,Secured 13th rank in PES Al-Coding club contest among 350 students.## Qualified for Elimination round in SNACKDOWN Codechef 2018 coding contest among top 10 teams out of 244+ teams in the college.,,,,,,,6.0,Cloud computing##Operating System##Machine Learning##Database Management System##IoT##Image Processing##Data Structures##Software Development##Blockchain##,"C##C++(STL)##Python##JAVA,JS,PHP,",,,,Mysql,,,,,,
26,01FB16ECS072,90.0,90.0,91.0,CSE,8.27,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Algorithms for Information Retrieval', 'Social Network Analytics', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Advanced Algorithms', 'Knowledge Management', 'Professional Skills for Software Engineers - I']","['A', 'S', 'A', 'A', 'C', 'A', 'C', 'B', 'B', 'B', 'B', 'A', 'B', 'A', 'A', 'C', 'S', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'S', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'C', 'AP', 'AP', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'C']",Mathworks,12.75,1.0,,Full time employment + Internship (Mandatory),Secured 13th rank in PES Al-Coding club contest among 350 students.## Qualified for Elimination round in SNACKDOWN Codechef 2018 coding contest among top 10 teams out of 244+ teams in the college.,,,,,,,6.0,Cloud computing##Operating System##Machine Learning##Database Management System##IoT##Image Processing##Data Structures##Software Development##Blockchain##,"C##C++(STL)##Python##JAVA,JS,PHP,",,,,Mysql,,,,,,
27,01FB16ECS073,94.88,94.88,96.0,CSE,8.73,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Programming with Java', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Social Network Analytics', 'Blockchain Architecture Design and Use Cases ', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Knowledge Management']","['B', 'S', 'A', 'A', 'B', 'S', 'C', 'B', 'A', 'A', 'A', 'S', 'A', 'A', 'B', 'B', 'S', 'A', 'S', 'A', 'A', 'A', 'S', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'S', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'AP', 'AP', 'B', 'S', 'S', 'B', 'A', 'S', 'A', 'S', 'A', 'A']",,8.0,1.0,,Full time employment + Internship (Mandatory),,,,,1,Cloud computing##Machine Learning##Big Data##Software Development##,CCBD##,5.0,Cloud computing##Operating System##Web Development##Compiler Design##IoT##App Development##C##Data Structures##,C##Python ##JAVA,,,,JavaScript##PHP##MySQL##CSS##BigData##Machine Learning##Google Cloud##Cisco Packet Tracer##HTML##Amazon Web Services##Hadoop.,,,,,,
28,01FB16ECS073,94.88,94.88,96.0,CSE,8.73,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Programming with Java', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Social Network Analytics', 'Blockchain Architecture Design and Use Cases ', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Knowledge Management']","['B', 'S', 'A', 'A', 'B', 'S', 'C', 'B', 'A', 'A', 'A', 'S', 'A', 'A', 'B', 'B', 'S', 'A', 'S', 'A', 'A', 'A', 'S', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'S', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'AP', 'AP', 'B', 'S', 'S', 'B', 'A', 'S', 'A', 'S', 'A', 'A']",Accenture,6.5,2.0,,Full time employment only,,,,,1,Cloud computing##Machine Learning##Big Data##Software Development##,CCBD##,5.0,Cloud computing##Operating System##Web Development##Compiler Design##IoT##App Development##C##Data Structures##,C##Python ##JAVA,,,,JavaScript##PHP##MySQL##CSS##BigData##Machine Learning##Google Cloud##Cisco Packet Tracer##HTML##Amazon Web Services##Hadoop.,,,,,,
29,01FB16ECS074,,93.38696739130435,92.66481283422462,CSE,9.72,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Mini Project', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Topics in Deep Learning', 'Research Credits', 'Research Methodology', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Advanced Algorithms', 'Digital Image Processing']","['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'S', 'S', 'A', 'S', 'S', 'A', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'S', 'A', 'B', 'S', 'A', 'S', 'S', 'A', 'S', 'AP', 'AP', 'A', 'A', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S']",Mathworks,12.75,1.0,"President of Mathematics Association 2015-16, National Public School, Indiranagar##Junior President of Social Empowerment through Work and Action (SEWA) 2013-14, National Public School, Indiranagar##Institution of Engineering and Technology (IET) Member",Full time employment + Internship (Mandatory),,,,,3,Machine Learning##Web Development##App Development##Image Processing##Deep Learning##Algorithms##Computer Vision##,IISc##,4.0,Machine Learning##IoT##Deep Learning##Algorithms##Reinforcement Learning##,Python##C##C++## JavaScript,,Cloud computing##Image Processing##Deep Learning##Software Development##Algorithms##,cnr##,Tensorflow##Pytorch##OpenCV##Scikitlearn##Matplotlib##Django##Android##Alexa Skill Development,,,,outstanding##,,
30,01FB16ECS076,91.6,91.6,92.0,CSE,9.1,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Algorithms for Information Retrieval', 'Social Network Analytics', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Advanced Computer Networks', 'Professional Skills for Software Engineers - I']","['A', 'S', 'A', 'A', 'A', 'S', 'B', 'A', 'A', 'S', 'S', 'A', 'S', 'S', 'A', 'A', 'S', 'S', 'S', 'S', 'S', 'A', 'S', 'A', 'S', 'B', 'S', 'A', 'B', 'S', 'S', 'S', 'A', 'A', 'B', 'S', 'A', 'A', 'A', 'A', 'S', 'S', 'A', 'B', 'AP', 'AP', 'S', 'B', 'C', 'B', 'A', 'A', 'B', 'S', 'S', 'A', 'A']",Walmart Labs,18.57,1.0,Was in top 10 in the debate competition held at Christ College.,Full time employment + Internship (Mandatory),Participated in Data Science Hackathon,Basketball##Gym##Gaming,,,1,Software Development##,,4.0,Database Management System##Web Development##IoT##Image Processing##Software Development##Blockchain##,"C##C++##HTML, CSS##JAVA EE ( JSP / JSTL)",,,mrd##,Spring MVC##Hibernate,,,,,udemy##,
31,01FB16ECS085,8.2,77.89999999999999,87.6,CSE,7.15,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Computer Network Security', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Programming with Java', 'Object Oriented Modeling and Design', 'Web Technologies II', ' Computer Forensics', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Digital Image Processing']","['B', 'A', 'B', 'A', 'C', 'B', 'D', 'B', 'C', 'B', 'A', 'S', 'C', 'C', 'D', 'D', 'A', 'A', 'S', 'C', 'C', 'B', 'A', 'A', 'B', 'D', 'D', 'B', 'D', 'B', 'A', 'C', 'E', 'E', 'E', 'D', 'B', 'A', 'B', 'C', 'AP', 'AP', 'C', 'C', 'B', 'D', 'B', 'D', 'C', 'A', 'B', 'B']",Wipro,6.5,2.0,,Full time employment only,Participated in hackathon at PES University Bangalore in November 2017.##Participated in hackathon at Siddaganga Institute of Technology Tumkur in September 2018 .##Participated in hackathon at PES University Bangalore in March 2019,Chess##Badminton##Reading Novels,English##Hindi##Telugu##Kannada,,3,Database Management System##Web Development##Image Processing##,Robert Bosch Engineering & Business Solutions##,4.0,Cloud computing##Database Management System##Web Development##Image Processing##Information Security##,C##PHP##Python##C#,,,,HTML##JavaScript##Unity Vuforia##ARCore##SQL##Bootstrap##Firebase,Organised THE AMATEUR SCIENTIST fest in PES UNIVERSITY 2016 ##Organised EPSILON fest in PES UNIVERSITY 2017,pes##,IoT##Image Processing##,hackathon##,udemy##,
32,01FB16ECS089,,93.38696739130435,92.66481283422462,CSE,7.63,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Programming with Java', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Topics in Deep Learning', 'Blockchain Architecture Design and Use Cases ', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Knowledge Management']","['C', 'S', 'C', 'A', 'C', 'C', 'D', 'C', 'B', 'A', 'A', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'S', 'A', 'B', 'B', 'S', 'A', 'B', 'D', 'B', 'B', 'D', 'B', 'B', 'E', 'B', 'B', 'C', 'D', 'B', 'S', 'A', 'A', 'C', 'D', 'A', 'D', 'D', 'AP', 'AP', 'B', 'D', 'D', 'C', 'B', 'S', 'C', 'A', 'B', 'A']",LAM Research,,,,Summer Internship,,Cricket,English##Kannada##Hindi,,3,Cloud computing##Big Data##Algorithms##,LAM Research##Robert Bosch Engineering & Business Solutions##,9.0,Cloud computing##Operating System##Database Management System##Big Data##Data Sience##C##Image Processing##Algorithms##Artificial Intelligence##Reinforcement Learning##,C##Python##HTML5##JavaScript##PHP##CSS##SQL,,,,Hadoop ##Spark##Docker##AWS##IoT##RPA (Robotic Process Automation)Technology##QuickBase##HANA,Volunteered at IoT India Congress 2016 organized by IET IoT Panel. ##Organized Blood Donation Camp in our university as a Head of the Operations. ##Organized Tree plantation in IIHR-Bangalore as an Organiser of the Event. ##Organized Old Age Visit to Augustine Nivas as Head of the Event. ##Organized the Swachh Bharat Campaign in Lal Bagh as an Organiser of the Event.,,Web Development##Knowledge Management##,,,
33,01FB16ECS089,,93.38696739130435,92.66481283422462,CSE,7.63,"['Introduction to Computing using Python', 'Introduction to Computing Using Python  Laboratory', 'Problem Solving With C  ', 'Problem Solving With C  Laboratory', 'Digital Design & Computer Organization', 'Data Structures ', 'Introduction to Data Science', 'Web Technologies 1', 'Discrete Mathematics and Logic', 'Digital Design  & Computer Organization Laboratory', 'Data Structures  Laboratory', 'Web Technologies 1 Laboratory ', 'Design and Analysis of Algorithms', 'Data Base Management Systems ', 'Microprocessors & Computer Architecture', 'Theory of Computation', 'Design and Analysis of Algorithms Laboratory', 'DBMS Laboratory', 'Microprocessor & Computer Architecture  Laboratory', 'Computer Networks ', 'Introduction to Operating Systems', 'Principles of Programming Languages', 'Computer Networks Laboratory', 'Introduction to Operating Systems Laboratory', 'Artificial Intelligence', 'Natural Language Processing', 'Compiler Design', 'Cloud Computing', 'Machine Learning', 'Compiler Design Laboratory', 'Machine Learning Laboratory', 'Programming with Java', 'Object Oriented Modeling and Design', 'Software Engineering ', 'Web Technologies II', 'Topics in Deep Learning', 'Blockchain Architecture Design and Use Cases ', 'Introduction to Software Testing', 'Internship', 'Project Work - Minor', 'Engineering Mechanics', 'Engineering Chemistry', 'Chemistry Laboratory ', 'Basic Electronics Engineering', 'Basic Electrical Engineering', 'Constitution of India and Professional Ethics ', 'Environmental Studies', 'Unified Engineering', 'Enginering Mathematics- I', 'Engineering Mathematics - II  ', 'Linear Algebra and its Applications', 'Mechanical Engineering Sciences', 'Computer Aided Engineering Graphics', 'Enginering Physics', 'Physics Laboratory ', 'Big Data', 'Knowledge Management']","['C', 'S', 'C', 'A', 'C', 'C', 'D', 'C', 'B', 'A', 'A', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'S', 'A', 'B', 'B', 'S', 'A', 'B', 'D', 'B', 'B', 'D', 'B', 'B', 'E', 'B', 'B', 'C', 'D', 'B', 'S', 'A', 'A', 'C', 'D', 'A', 'D', 'D', 'AP', 'AP', 'B', 'D', 'D', 'C', 'B', 'S', 'C', 'A', 'B', 'A']",Wipro,6.5,2.0,,Full time employment only,,Cricket,English##Kannada##Hindi,,3,Cloud computing##Big Data##Algorithms##,LAM Research##Robert Bosch Engineering & Business Solutions##,9.0,Cloud computing##Operating System##Database Management System##Big Data##Data Sience##C##Image Processing##Algorithms##Artificial Intelligence##Reinforcement Learning##,C##Python##HTML5##JavaScript##PHP##CSS##SQL,,,,Hadoop ##Spark##Docker##AWS##IoT##RPA (Robotic Process Automation)Technology##QuickBase##HANA,Volunteered at IoT India Congress 2016 organized by IET IoT Panel. ##Organized Blood Donation Camp in our university as a Head of the Operations. ##Organized Tree plantation in IIHR-Bangalore as an Organiser of the Event. ##Organized Old Age Visit to Augustine Nivas as Head of the Event. ##Organized the Swachh Bharat Campaign in Lal Bagh as an Organiser of the Event.,,Web Development##Knowledge Management##,,,
